CellType,CpdName,IC50,Concentration1,Concentration2,Concentration3,Concentration4,Concentration5,Concentration6,Concentration7,Concentration8,Concentration9
Lung:NSCLC,TM-IV-13,5.919816,0.9146,0.983,1.0334,0.9895,1.0867,1.0712,1.0847,1.0445,0.986
Brain,TM-IV-13,3.310442,0.7077,0.8049,0.7326,0.7646,0.9903,1.1156,1.125,1.1371,1.1311
Brain,TM-IV-13,4.376603,0.7917,0.8195,0.8378,0.8456,0.8448,0.9501,1.0057,1.0241,1.1389
Nervous System,TM-IV-13,0.195888,0.0747,0.3688,0.433,0.5066,0.5324,0.6021,0.9293,1.0118,1.0189
Brain,TM-IV-13,0.787633,0.276,0.3122,0.4105,0.6686,1.016,0.9934,1.1225,1.2195,1.1731
Ovary,TM-IV-13,0.367925,0.3019,0.3088,0.36,0.557,0.7716,0.8181,1.1288,1.1555,1.1441
Nervous System,TM-IV-13,0.469822,0.2989,0.5623,0.5083,0.4802,0.5585,0.8661,1.0368,1.0342,1.1668
Kidney,TM-IV-13,-0.457512,0.0541,0.0606,0.0983,0.2819,0.5433,0.7247,0.9754,1.0813,1.0813
Kidney,TM-IV-13,0.012267,0.2697,0.289,0.3386,0.4018,0.5729,0.7792,0.9895,1.0209,1.107
Skin,TM-IV-13,0.58525,0.0507,0.257,0.2233,0.1578,0.4227,0.8696,1.0056,1.0095,1.0247
Skin,TM-IV-13,-0.068101,0.0492,0.2075,0.2844,0.2371,0.5681,0.8305,0.9531,1.0153,1.0301
Skin,TM-IV-13,1.329743,0.3451,0.5828,0.62,0.5796,0.676,0.855,0.8929,1.0609,1.1481
Lung,TM-IV-13,3.536914,0.7331,0.8654,0.9501,0.9714,0.9324,0.9814,0.9109,1.1096,1.0133
Lymphoma,TM-IV-13,2.20948,0.4471,0.7527,0.7293,0.5238,0.5326,0.6434,0.76,0.9485,1.0552
Head & Neck,TM-IV-13,2.722568,0.5938,0.8547,0.9734,0.9794,1.0621,1.0625,1.053,1.0484,1.031
UrinaryTrack,TM-IV-13,1.653713,0.0914,0.4344,0.7941,0.8795,0.951,1.0492,1.029,1.0445,1.0385
UrinaryTrack,TM-IV-13,1.341341,0.0965,0.3732,0.7026,0.8091,0.9353,0.9071,0.9467,1.0536,1.1514
Kidney,TM-IV-13,-0.546949,0.0373,0.0394,0.0519,0.1055,0.462,0.8027,1.0054,1.063,1.0533
Kidney,TM-IV-13,-0.553152,0.0619,0.0693,0.0949,0.2343,0.519,0.7898,0.8644,0.9186,1.0374
Lung:NSCLC,TM-IV-13,5.407258,0.0921,0.9591,0.0984,0.9912,1.0314,0.9618,0.9158,1.0939,1.0562
Skin,TM-IV-13,-1.090573,0.0523,0.0507,0.0535,0.0547,0.1083,0.5101,0.8813,0.9213,0.9382
Skin,TM-IV-13,-1.52604,0.1471,0.1475,0.1498,0.1539,0.1899,0.3575,0.8584,1.0244,1.0642
Intestine,TM-IV-13,3.465733,0.757,0.7993,0.8056,0.8653,1.0986,1.147,1.1494,1.1743,1.1021
Intestine,TM-IV-13,0.853547,0.333,0.4525,0.4868,3.2836,0.7143,0.8427,0.9707,0.9927,0.9495
Intestine,TM-IV-13,2.896319,0.6674,0.7073,0.7661,0.8756,0.9945,1.0006,1.0466,0.9893,1.0403
Intestine,TM-IV-13,1.74679,0.438,0.5625,0.623,0.7791,0.905,0.934,0.9611,1.0713,1.0907
Intestine,TM-IV-13,1.512977,0.2086,0.5073,0.68,0.8888,0.9666,1.0527,1.1179,1.1043,1.1019
Intestine,TM-IV-13,0.773728,0.0503,0.1261,0.4431,0.7697,0.9967,1.0122,0.9855,1.1656,1.0985
Lung,TM-IV-13,5.8943,0.9388,0.9133,0.9008,0.9288,0.9021,0.8939,0.8838,0.9444,0.9033
Lung,TM-IV-13,5.226642,0.8821,0.9121,0.9973,0.9432,0.9173,0.9911,1.0928,0.955,1.0485
Lung,TM-IV-13,4.117721,0.8252,0.8842,0.8793,0.9858,1.0537,1.0252,1.0425,1.0181,1.015
Lung,TM-IV-13,0.794317,0.2313,0.4866,0.494,0.5388,0.7781,0.8841,0.8641,0.9393,0.9869
Lung,TM-IV-13,4.15059,0.7644,0.8896,0.8861,0.9232,0.9301,0.9138,0.9967,1.0187,0.9422
Lung:NSCLC,TM-IV-13,0.544067,0.0569,0.1006,0.4111,0.6428,0.824,0.8934,0.8842,1.0566,1.0501
Miscellaneous,TM-IV-13,0.861738,0.2649,0.5177,0.4003,0.4447,0.6936,0.9607,1.0328,1.0166,1.0572
Miscellaneous,TM-IV-13,0.693406,0.2212,0.3282,0.3463,0.5835,0.8136,0.9619,0.9189,1.0938,1.1283
Leukemia,TM-IV-13,4.976275,0.4727,0.9349,0.9578,0.9755,1.101,1.1106,1.0027,1.1236,1.0886
Skin,TM-IV-13,-1.232048,0.2206,0.2643,0.243,0.2703,0.3677,0.5595,0.9909,1.0177,0.9601
Leukemia,TM-IV-13,2.369235,0.5283,0.6577,0.696,0.7423,0.8072,0.8931,0.9333,1.0438,1.0849
Pleura,TM-IV-13,0.854114,0.06,0.0892,0.4722,0.7682,0.8879,0.9528,0.9916,0.986,0.9834
Leukemia,TM-IV-13,4.350547,0.8691,0.8998,0.9315,1.0584,1.0444,1.1463,1.0844,1.0792,1.0592
Pancreas,TM-IV-13,-0.471119,0.1536,0.1624,0.1774,0.2789,0.5042,0.7897,1.0884,1.1697,1.1132
Skin,TM-IV-13,-0.412181,0.0507,0.0727,0.0903,0.1228,0.5021,0.8761,1.0582,1.0524,1.0205
Lung:NSCLC,TM-IV-13,7.171365,0.9943,1.043,1.0328,0.9978,1.0174,1.0296,1.0048,1.0263,1.0213
Skin,TM-IV-13,0.943688,0.0638,0.6958,0.6268,0.6037,0.6576,0.763,0.9405,0.9905,0.9719
Skin,TM-IV-13,0.73573,0.0645,0.462,0.5083,0.5161,0.622,0.7062,0.9141,0.9943,1.0327
Nervous System,TM-IV-13,-0.204789,0.1361,0.4575,0.4856,0.3645,0.5415,0.5822,0.8189,1.0614,1.1133
Nervous System,TM-IV-13,0.410318,1.7474,0.3067,0.4035,0.4266,0.6819,0.7542,0.9532,0.9672,1.0181
Nervous System,TM-IV-13,-0.362887,0.1326,0.4142,0.4415,0.4521,0.493,0.6237,0.9707,0.9596,1.0521
Nervous System,TM-IV-13,6.490163,0.6168,0.9979,1.039,1.0009,1.0228,1.0491,1.0512,1.0256,1.0235
Nervous System,TM-IV-13,1.947252,0.3789,0.6365,0.7834,0.8292,0.8495,1.0431,0.9465,0.9216,1.1178
Nervous System,TM-IV-13,1.555183,0.1033,0.5599,0.6227,0.6625,0.6502,0.8914,0.9465,1.0214,1.0794
Nervous System,TM-IV-13,0.392239,0.089,0.3421,0.4754,0.4803,0.5112,0.5407,0.7848,0.9737,1.0054
Nervous System,TM-IV-13,1.585001,0.4621,0.7295,0.6403,0.6572,0.6737,0.7215,0.8327,0.9977,0.9738
Nervous System,TM-IV-13,0.552943,0.0542,0.2875,0.4055,0.54,0.8333,0.9642,1.0381,1.0489,1.033
Nervous System,TM-IV-13,2.078628,0.4932,0.5767,0.9796,0.3469,0.5666,0.8691,1.0833,1.066,1.0479
Nervous System,TM-IV-13,0.735062,0.2448,0.3624,0.4591,0.5711,0.7234,0.9525,1.0983,1.0816,1.0778
Lung:NSCLC,TM-IV-13,0.947719,0.0999,0.3538,0.5109,0.727,0.8799,0.9046,0.9087,0.9431,0.9707
Lung:NSCLC,TM-IV-13,4.071936,0.5075,1.0104,0.8144,0.9705,0.9796,0.9364,0.9332,0.9624,0.9872
Lung:NSCLC,TM-IV-13,2.142723,0.5207,0.5702,0.6168,0.7677,0.9764,0.8706,0.8859,0.9165,1.0813
Lung:NSCLC,TM-IV-13,6.280802,0.1985,1.166,0.3568,1.1434,1.1702,1.1395,1.1327,1.0853,1.1427
Lung,TM-IV-13,5.004078,0.6912,1.0168,0.5692,1.0009,0.9764,0.9613,0.9666,0.9344,0.8894
Intestine,TM-IV-13,1.011935,0.451,0.4604,0.4843,0.6138,0.7288,0.8714,1.0005,1.0992,1.1608
Intestine,TM-IV-13,-0.634568,0.2034,0.2153,0.283,0.3575,0.53,0.6963,0.8411,0.9644,1.0288
Intestine,TM-IV-13,1.369033,0.4379,0.473,0.5778,0.6284,0.8233,0.849,1.0273,1.1015,1.126
Leukemia,TM-IV-13,-1.623704,0.1523,0.1823,0.1503,0.1505,0.2112,0.3996,0.6106,0.7343,0.8528
Brain,TM-IV-13,0.899115,0.3463,0.3834,0.4151,0.6268,0.8023,1.0358,1.1457,1.2348,1.2629
Brain,TM-IV-13,5.471055,0.9167,0.9983,0.8533,0.886,0.9547,0.9982,1.067,1.1311,1.1067
Lung,TM-IV-13,0.035509,0.1927,0.2734,0.3105,0.4776,0.6777,0.7554,0.9098,0.9827,1.0823
Brain,TM-IV-13,2.584488,0.5809,0.756,0.7894,0.9266,1.0344,1.0238,1.199,1.1497,1.0844
Leukemia,TM-IV-13,0.076425,0.2019,0.4624,0.4569,0.4188,0.5229,0.74,1.1522,1.0715,1.0468
Bone,TM-IV-13,-1.946903,0.1815,0.1943,0.2349,0.2412,0.2704,0.3625,0.6305,0.7291,0.8609
Testes,TM-IV-13,0.538652,0.0603,0.0776,0.3429,0.8119,0.7939,0.9486,1.1432,1.1468,1.1063
Breast,TM-IV-13,-0.151266,0.1597,0.1786,0.2502,0.4007,0.6994,0.9135,1.0341,1.0059,1.0145
Cervix,TM-IV-13,1.023744,0.3479,0.405,0.4451,0.6374,0.8325,0.8982,0.8954,0.9647,1.0427
Brain,TM-IV-13,0.853088,0.0934,0.4258,0.4831,0.5813,0.7249,0.9453,0.9608,1.1338,1.0843
Kidney,TM-IV-13,2.351859,0.5936,0.5762,0.6412,0.8003,0.9603,0.8969,0.9941,1.0118,1.1881
Ovary,TM-IV-13,2.027975,0.6011,0.5679,0.5044,0.6981,0.9419,1.0648,1.0688,1.1623,1.1347
Pancreas,TM-IV-13,0.908698,0.1738,0.2785,0.5236,0.7392,0.9014,1.0048,0.9796,0.9873,0.9758
Lung:NSCLC,TM-IV-13,0.551076,0.091,0.1434,0.3391,0.7487,0.9619,0.9709,1.0451,0.9793,1.1981
Lung:NSCLC,TM-IV-13,-0.390524,0.0808,0.1003,0.1449,0.3282,0.5922,0.7608,0.9595,1.1326,1.1367
Leukemia,TM-IV-13,-1.833654,0.2945,0.4166,0.4303,0.3695,0.4082,0.5343,0.5331,0.5949,0.7922
Lymphoma,TM-IV-13,2.452452,0.0784,0.6249,0.7339,0.7528,0.817,0.8453,0.9915,0.8946,0.9337
Kidney,TM-IV-13,1.988883,1.5025,0.5294,1.3866,0.565,1.215,0.708,0.9753,1.3074,0.8995
Kidney,TM-IV-13,0.713655,0.4532,0.4012,0.4512,0.6031,0.7322,0.7636,0.8555,0.9182,1.0914
Intestine,TM-IV-13,-0.052448,0.1489,0.1988,0.2506,0.4185,0.674,0.869,1.0623,1.1309,1.2515
Uterus,TM-IV-13,0.176959,0.0977,0.1811,0.363,0.3352,0.6248,0.9016,0.9649,0.9832,1.0555
Uterus,TM-IV-13,0.072671,0.1461,0.3046,0.2914,0.4587,0.6731,0.9111,1.043,1.0195,1.147
Leukemia,TM-IV-13,1.478487,0.3718,0.5892,0.6021,0.6833,0.8297,0.9371,0.987,1.0139,0.9808
Leukemia,TM-IV-13,0.135777,0.1679,0.3145,0.3358,0.3127,0.2876,0.4727,0.8719,0.9189,1.0878
Kidney,TM-IV-13,1.188821,0.108,0.1192,0.5795,0.6822,0.8019,0.8446,0.9545,0.9725,1.0046
Brain,TM-IV-13,3.131541,0.0574,0.3138,0.8421,0.9153,0.9779,0.9949,1.3031,1.2081,1.1791
Brain,TM-IV-13,1.88974,0.2784,0.5829,0.7348,0.7936,0.9002,0.9554,1.0511,1.0492,1.0422
Lung:NSCLC,TM-IV-13,1.876216,0.3951,0.603,0.8007,0.9758,1.0498,1.0071,1.1308,1.0609,1.0758
Lung:NSCLC,TM-IV-13,2.245038,0.4897,0.759,0.8566,0.9256,1.0987,1.1758,1.1045,1.118,1.1715
Brain,TM-IV-13,1.305963,0.067,0.3887,0.7034,0.7926,0.9701,1.0153,1.0644,1.0867,1.0798
Skin,TM-IV-13,0.096141,0.0625,0.2657,0.2228,0.189,0.407,0.9471,0.9562,0.9527,1.102
Bone,TM-IV-13,1.430997,0.4275,0.5055,0.585,0.6453,0.7462,0.8281,0.8618,0.8808,0.9092
Vulva,TM-IV-13,0.156638,0.2137,0.3589,0.338,0.4771,0.6002,0.881,1.0919,1.2242,1.1839
Leukemia,TM-IV-13,2.537355,0.4609,0.7587,0.8119,0.8652,0.9427,0.9633,0.9793,0.936,1.129
Bone,TM-IV-13,1.129351,0.2883,0.4719,0.6072,0.5823,0.7628,0.8836,0.9481,1.2159,1.1258
Uterus,TM-IV-13,-0.468089,0.3049,0.3489,0.4337,0.4805,0.5192,0.7091,0.6459,0.7532,0.8078
Brain,TM-IV-13,0.834667,0.112,0.3396,0.4946,0.7373,0.9074,1.0341,1.1103,1.1267,1.1306
Intestine,TM-IV-13,5.569613,0.9618,0.8642,0.9126,0.9443,1.1212,1.1486,1.1798,1.1813,1.1594
Intestine,TM-IV-13,0.830074,0.2634,0.2965,0.3959,0.7173,1.0174,0.9974,1.2328,1.2692,1.1825
Miscellaneous,TM-IV-13,1.591091,0.2997,0.535,0.8702,0.7442,0.9407,0.973,1.0619,1.0618,0.9463
Miscellaneous,TM-IV-13,0.425323,0.1156,0.2639,0.369,0.6382,0.6295,0.8227,0.8685,1.1745,1.0666
Vulva,TM-IV-13,0.033855,0.0859,0.1359,0.2298,0.4634,0.7246,0.8777,1.2339,1.1689,1.0989
Vulva,TM-IV-13,3.843364,0.1176,0.9514,0.669,0.8888,0.9234,0.9507,1.0034,0.9312,1.0864
Miscellaneous,TM-IV-13,-0.365453,0.0826,0.0792,0.0872,0.2078,0.6332,0.8907,0.9671,1.0771,1.3445
Cervix,TM-IV-13,-0.355201,0.1909,0.2855,0.3318,0.4395,0.5116,0.6719,0.8493,1.05,0.9254
Esophagus,TM-IV-13,1.854404,0.3538,0.6159,0.8039,0.8655,0.9271,0.9533,0.9645,1.0774,0.9549
Esophagus,TM-IV-13,1.254896,0.2163,0.4692,0.5985,0.719,0.8891,1.0016,1.0246,0.9916,1.1173
Esophagus,TM-IV-13,-0.468072,0.261,0.4044,0.4046,0.4413,0.4886,0.5487,0.6714,0.813,0.9758
Lung:NSCLC,TM-IV-13,0.581233,0.339,0.393,0.4796,0.5417,0.6458,0.7435,0.8113,0.9338,0.9655
Lung:NSCLC,TM-IV-13,-0.458292,0.142,0.2446,0.3367,0.4202,0.5199,0.6365,0.7153,0.8178,0.9463
Esophagus,TM-IV-13,-0.55307,0.0748,0.3067,0.3721,0.3011,0.5161,0.5225,0.6702,0.8887,0.9231
Muscle,TM-IV-13,1.445629,0.7244,0.6879,0.6094,0.554,0.6301,0.7296,0.8416,1.1484,0.9763
Esophagus,TM-IV-13,-0.180921,0.1416,0.229,0.2271,0.2417,0.6178,0.7891,0.8621,1.23,1.0513
Esophagus,TM-IV-13,1.198064,0.3538,0.3181,0.7198,0.8631,0.5136,0.9613,0.8469,0.939,0.8674
Esophagus,TM-IV-13,1.957945,0.2717,0.3608,0.3745,1.0665,1.0232,1.1048,1.0876,0.8951,1.0229
Esophagus,TM-IV-13,-0.395688,0.0768,0.21,0.2929,0.4694,0.4657,0.603,0.7545,1.0311,1.1604
Esophagus,TM-IV-13,0.057738,0.081,0.0873,0.1734,0.5122,0.7627,0.8092,0.9266,0.9301,0.9883
Esophagus,TM-IV-13,0.947826,0.0654,0.185,0.5271,1.0418,1.0171,1.0486,1.0449,1.0499,1.089
Stomach,TM-IV-13,1.570909,0.3659,0.5191,0.649,0.8248,0.5747,0.9335,0.9585,0.983,0.9918
Biliary Tract,TM-IV-13,4.092768,0.7816,0.8273,0.9519,1.0238,0.9488,0.9973,0.9221,1.2326,1.13
Lung:NSCLC,TM-IV-13,3.704663,0.5792,1.0096,0.6282,1.0073,1.0005,0.969,0.9538,0.9832,0.9718
Kidney,TM-IV-13,0.114582,0.1615,0.1952,0.2583,0.4629,0.7363,0.9038,1.0227,1.0438,1.0888
Skin,TM-IV-13,2.22648,0.433,0.745,0.7862,0.845,0.934,0.972,1.0926,1.1024,1.0785
Miscellaneous,TM-IV-13,1.849059,0.4322,0.5793,0.6907,0.6057,0.6229,0.8605,1.1747,1.0176,1.0243
Stomach,TM-IV-13,0.077481,0.1833,0.3667,0.4548,0.4395,0.5089,0.6889,0.8999,0.9092,0.9579
Miscellaneous,TM-IV-13,3.498607,0.0724,0.8138,0.9044,0.8072,0.8711,1.023,1.0619,1.0606,1.0832
Miscellaneous,TM-IV-13,1.971475,0.0667,0.5355,0.8587,0.8043,0.7845,0.9128,0.9615,1.1617,1.1276
Nervous System,TM-IV-13,1.408883,0.3259,0.5922,0.663,0.6665,0.7557,0.814,0.9514,1.0163,0.9885
Leukemia,TM-IV-13,-1.587111,0.0657,0.1396,0.1226,0.0927,0.1569,0.3498,0.6883,0.8901,0.9123
Lung,TM-IV-13,2.299473,0.5164,0.7696,0.8464,0.8907,0.9959,1.0034,0.9406,0.9556,1.1683
Lymphoma,TM-IV-13,-1.536584,0.4292,0.5255,0.3792,0.3478,0.3859,0.4718,0.5456,0.6416,0.7146
Lung:NSCLC,TM-IV-13,0.359248,0.055,0.0571,0.0965,0.5942,0.775,0.9318,1.1203,1.0307,1.1231
Bone,TM-IV-13,0.178423,0.3489,0.4812,0.4408,0.4292,0.5536,0.7006,0.7951,0.8417,0.8713
Esophagus,TM-IV-13,3.403864,0.3191,0.7922,0.8898,0.9351,0.9355,0.9628,1.0642,1.0266,1.0651
Lung,TM-IV-13,2.27545,0.5369,0.6945,0.7434,0.6927,0.7426,0.9071,0.9489,1.2343,1.0059
Biliary Tract,TM-IV-13,0.23273,0.2086,0.2832,0.3654,0.4585,0.6664,1.0448,1.2337,0.9999,1.1203
Uterus,TM-IV-13,0.456868,0.4797,0.4794,0.4926,0.4968,0.6161,0.8237,0.928,0.982,1.0297
Lung:NSCLC,TM-IV-13,2.54674,0.6112,0.6045,0.6492,0.6794,0.7732,0.7993,0.9083,1.1132,1.0896
Esophagus,TM-IV-13,1.983238,0.4667,0.5993,0.6462,0.7001,0.7965,0.8712,0.9357,0.9639,1.0914
Skin,TM-IV-13,-2.553444,0.1053,0.1298,0.1693,0.1533,0.215,0.2141,0.3661,0.5803,0.7154
Lung:NSCLC,TM-IV-13,4.130528,0.6589,1.0524,0.5585,1.0105,1.0379,1.0373,0.9995,1.0448,0.9545
Skin,TM-IV-13,4.91963,0.0724,0.88,0.0793,1.0451,1.0591,1.0567,1.0272,1.063,1.0166
Skin,TM-IV-13,-1.31892,0.1488,0.2362,0.2706,0.236,0.3359,0.502,0.7468,0.8982,0.8841
Thyroid,TM-IV-13,2.966518,0.1729,0.3458,0.7653,1.0392,1.0613,1.0157,1.0462,1.009,0.9588
Brain,TM-IV-13,0.506727,0.0679,0.2,0.4142,0.5463,0.8209,1.0284,1.1394,1.1652,1.1812
Brain,TM-IV-13,0.583103,0.069,0.1819,0.4687,0.5705,0.7702,0.9751,1.1473,1.0237,1.2304
Ovary,TM-IV-13,1.000786,0.567,0.5045,0.5074,0.7078,0.8248,0.9563,1.0253,1.0307,1.015
Stomach,TM-IV-13,6.730195,1.0013,0.9427,1.0151,0.9716,1.1152,1.1106,1.113,0.9946,1.0405
Brain,TM-IV-13,2.630137,0.6334,0.6339,0.6565,0.7246,0.8411,0.9295,1.022,1.097,1.1556
Leukemia,TM-IV-13,1.598313,0.5076,0.5276,0.5215,0.6382,0.7656,0.8701,0.8734,1.0234,0.8816
Lung:NSCLC,TM-IV-13,1.512383,0.4444,0.4887,0.5539,0.6084,0.8422,0.8979,0.9468,1.0366,1.1305
Lung:NSCLC,TM-IV-13,0.351107,0.3379,0.3757,0.4046,0.4596,0.6138,0.7408,0.8741,0.9198,1.037
Nervous System,TM-IV-13,1.091538,0.3662,0.49,0.5723,0.6207,0.8055,0.8463,0.9939,1.092,0.9709
Brain,TM-IV-13,0.958531,0.1699,0.3639,0.5039,0.5394,0.8561,1.0146,1.1056,0.9925,1.1644
Lymphoma,TM-IV-13,-0.304073,0.0708,0.0994,0.2608,0.3718,0.5431,0.7229,0.9184,0.8893,0.9983
Brain,TM-IV-13,1.278191,0.0716,0.4069,0.63,0.851,0.9301,0.9422,1.1214,1.0335,1.0826
Skin,TM-IV-13,0.594409,0.1468,0.3702,0.419,0.4571,0.6467,0.9289,0.9797,0.962,1.004
Skin,TM-IV-13,-0.44719,0.1099,0.301,0.3537,0.3445,0.4865,0.6954,0.9219,1.0217,1.0346
Nervous System,TM-IV-13,-0.896912,0.106,0.2578,0.3467,0.3461,0.4452,0.4979,0.7042,0.932,0.8913
Bone,TM-IV-13,0.502463,0.1399,0.8231,0.721,0.5709,0.6372,0.7878,1.1004,0.9992,1.3441
Lung,TM-IV-13,5.999385,0.9152,1.0087,0.901,1.2412,0.9982,1.0232,1.1721,1.0404,0.9773
Lung:NSCLC,TM-IV-13,-0.273171,0.0574,0.0738,0.0819,0.2575,0.6906,0.8658,1.0153,1.004,1.0224
Ovary,TM-IV-13,0.572427,0.1569,0.2479,0.4092,0.6032,0.8531,0.9686,1.0243,1.1502,1.0877
Ovary,TM-IV-13,0.206516,0.0998,0.2688,0.3526,0.5479,0.5997,0.8067,1.0539,0.9893,1.1391
Lung:NSCLC,TM-IV-13,1.494134,0.3794,0.5716,0.5633,0.562,0.7821,0.9053,1.0321,1.1193,1.0477
Lung:NSCLC,TM-IV-13,0.463822,0.1012,0.2178,0.3818,0.5554,0.7881,0.8945,1.101,1.0514,1.0905
Esophagus,TM-IV-13,0.83103,0.2214,0.3251,0.493,0.9412,0.8758,0.9879,1.0694,1.1376,1.0425
Esophagus,TM-IV-13,-0.767113,0.1215,0.1911,0.2098,0.2826,0.4693,0.6029,0.7646,0.9047,0.9366
Ovary,TM-IV-13,-0.285669,0.1205,0.1742,0.3044,0.3159,0.5405,0.7074,1.0159,1.202,1.1486
Ovary,TM-IV-13,0.592315,0.102,0.1811,0.3789,0.7023,1.0527,1.0993,1.2345,1.2629,1.2253
Lung:NSCLC,TM-IV-13,1.47038,0.1187,0.4571,0.7039,0.7608,0.8157,0.8833,0.9175,1.1615,1.1417
Ovary,TM-IV-13,0.46533,0.0633,0.1765,0.4972,0.6143,0.7572,0.9516,0.9985,1.024,1.0249
Ovary,TM-IV-13,1.284764,0.2052,0.4198,0.6833,0.8002,0.9673,1.0884,1.15,1.1269,1.1892
Ovary,TM-IV-13,1.737124,0.4756,0.5808,0.5466,0.6004,0.7766,1.0274,1.1113,1.1681,1.1686
Ovary,TM-IV-13,1.438519,0.3678,0.4902,0.5807,0.7338,0.8325,1.0417,1.1556,1.1303,1.1745
Ovary,TM-IV-13,-0.086369,0.3037,0.2818,0.3703,0.4559,0.6156,0.8214,0.9363,1.0408,1.0347
pleural effusion,TM-IV-13,1.397434,0.2757,0.4791,0.6999,0.7566,0.8762,0.7713,0.848,0.8493,0.9635
Esophagus,TM-IV-13,1.418127,0.1336,0.1613,0.2304,0.8368,0.8987,0.9696,0.9953,1.0028,1.0682
Kidney,TM-IV-13,0.122846,0.1263,0.181,0.298,0.5224,0.6857,0.9114,1.0074,1.1334,1.103
Lung:NSCLC,TM-IV-13,3.561268,0.6924,0.8152,0.8883,0.9207,0.9512,0.9235,0.985,0.9519,0.988
Esophagus,TM-IV-13,1.840174,0.4259,0.6145,0.6405,0.6595,0.7165,0.835,0.9289,1.0635,1.0119
Esophagus,TM-IV-13,-0.646862,0.0555,0.0575,0.0668,0.1862,0.4491,0.7429,0.92,1.0246,1.0539
Ovary,TM-IV-13,1.015053,0.1725,0.3424,0.4998,0.8232,0.9564,0.9941,1.0391,1.0889,1.0773
Ovary,TM-IV-13,6.884154,1.0146,1.0344,0.9681,1.0235,0.9583,0.8992,0.9296,1.1006,1.1975
Ovary,TM-IV-13,0.270654,0.0825,0.1171,0.2733,0.543,0.7884,0.9565,1.0278,1.0528,1.0279
Ovary,TM-IV-13,5.019854,0.1189,0.247,0.9049,1.0924,1.1947,1.1444,1.1505,1.0807,1.1307
Ovary,TM-IV-13,1.44641,0.0782,0.1536,0.6283,0.846,0.9384,0.9551,0.9516,0.9386,1.2207
Ovary,TM-IV-13,1.234623,0.1824,0.4146,0.6363,0.751,0.8854,0.9235,1.0034,1.0962,1.0735
Ovary,TM-IV-13,1.52045,0.3412,0.4268,0.705,0.7509,1.0834,1.046,1.2198,1.051,1.0262
Ovary,TM-IV-13,1.006588,0.2691,0.4264,0.4415,0.6657,0.9582,0.9561,0.9539,1.0233,1.0271
Kidney,TM-IV-13,-0.6068,0.1888,0.2352,0.2492,0.3442,0.4771,0.692,0.8725,1.0005,0.8835
Kidney,TM-IV-13,-0.741001,0.186,0.2243,0.2579,0.3598,0.4564,0.5746,0.8876,0.9598,0.8974
Kidney,TM-IV-13,0.13914,0.079,0.1509,0.2933,0.4084,0.8525,0.8043,0.9279,0.9654,1.1112
Kidney,TM-IV-13,-0.170147,0.0616,0.0717,0.1306,0.3038,0.8005,0.9161,1.1186,1.0963,1.1448
Kidney,TM-IV-13,-0.183803,0.095,0.1415,0.2058,0.3883,0.6368,0.8889,0.9262,1.0937,1.3027
Kidney,TM-IV-13,-0.499179,0.0722,0.0685,0.1088,0.2306,0.5093,0.7902,0.9976,1.0593,1.0474
Kidney,TM-IV-13,0.829506,0.119,0.3146,0.4258,0.6996,0.9781,1.1051,1.1074,1.1637,1.1639
Esophagus,TM-IV-13,0.549072,0.2845,0.3434,0.4241,0.5614,0.6869,0.851,1.0089,1.0067,1.0151
Lung:NSCLC,TM-IV-13,0.246652,0.1755,0.2765,0.3511,0.5513,0.7954,0.9162,0.9761,0.9373,1.0154
Intestine,TM-IV-13,2.268901,0.5187,0.6948,0.7716,0.6789,0.7658,0.9237,0.954,1.2216,1.1449
Intestine,TM-IV-13,0.234224,0.1085,0.3101,0.3374,0.5083,0.6469,0.9528,1.0418,1.0906,1.012
Intestine,TM-IV-13,1.284164,0.32,0.4651,0.5344,0.7593,0.9546,0.9246,1.1139,1.1979,1.144
Intestine,TM-IV-13,0.232024,0.2962,0.3054,0.4076,0.5718,0.7627,0.9752,1.0342,1.095,1.1239
Intestine,TM-IV-13,2.65199,0.6383,0.669,0.7654,0.8909,0.9951,0.9987,1.0562,1.1222,1.0981
Intestine,TM-IV-13,1.616406,0.3394,0.5386,0.6948,0.7822,0.9895,0.9831,1.0254,1.0616,1.0935
Intestine,TM-IV-13,2.752076,0.6954,0.6376,0.6879,0.8148,0.9087,0.9746,0.9644,1.0869,1.1406
Esophagus,TM-IV-13,4.596685,0.0584,0.0704,0.089,0.9473,1.0984,1.0476,1.0843,1.0409,1.0663
Ovary,TM-IV-13,0.446812,0.3131,0.4394,0.4248,0.5594,0.6646,0.7632,0.8358,1.1912,0.9771
Lung,TM-IV-13,5.247817,0.8774,1.0201,0.9479,0.9891,0.9815,1.0358,0.9678,0.9892,1.0729
Lung,TM-IV-13,4.839647,0.8574,0.844,0.9258,0.8781,1.181,0.8911,1.126,0.8956,1.0672
Lung,TM-IV-13,1.782076,0.1047,0.4285,0.8127,0.8875,0.9278,1.131,1.1456,1.1388,1.1155
Lung,TM-IV-13,3.210295,0.1433,0.4978,0.8895,0.9512,1.0199,0.994,0.9337,0.5413,0.9605
Lung,TM-IV-13,1.171385,0.3179,0.3519,0.4248,0.5628,0.8374,1.0335,1.0473,1.031,1.038
Lung,TM-IV-13,2.932465,0.6478,0.7611,0.8497,0.9357,0.9917,0.9936,1.0178,1.0058,1.0661
